dataset_id,dataset_name,model,defect_pair,process,severity,domain_interaction,candidate_key
1475,first-order-theorem-proving,extra_trees,missing+label_flip,independent,0.10+0.10,0.012279598330582639,extra_trees | missing+label_flip | independent | 0.10+0.10
42178,telco-customer-churn,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.0015739018052763898,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.10+0.10
42178,telco-customer-churn,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.005500310083835891,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30
43980,wine,extra_trees,missing+label_flip,independent,0.10+0.10,0.01953125,extra_trees | missing+label_flip | independent | 0.10+0.10
43980,wine,extra_trees,missing+label_flip,independent,0.30+0.30,0.061197916666666664,extra_trees | missing+label_flip | independent | 0.30+0.30
43980,wine,extra_trees,missing+label_flip,shared_latent,0.10+0.10,0.020833333333333332,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
43980,wine,extra_trees,missing+label_flip,shared_latent,0.30+0.30,0.07552083333333333,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
43980,wine,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,0.009114583333333334,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10
43980,wine,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,0.026041666666666668,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30
43980,wine,extra_trees,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.016927083333333332,extra_trees | numeric_outlier+label_flip | shared_latent | 0.10+0.10
43980,wine,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.03125,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30
43980,wine,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.016927083333333332,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
43980,wine,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,0.04296875,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
43980,wine,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,0.01953125,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
43980,wine,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,0.059895833333333336,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
43980,wine,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,0.022135416666666668,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10
43980,wine,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.30+0.30,0.06770833333333333,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.30+0.30
43980,wine,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,-0.0026041666666666665,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10
43980,wine,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.057291666666666664,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30
43980,wine,regularized_logistic,missing+label_flip,independent,0.10+0.10,0.009114583333333334,regularized_logistic | missing+label_flip | independent | 0.10+0.10
43980,wine,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.00390625,regularized_logistic | missing+label_flip | independent | 0.30+0.30
43980,wine,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,0.0026041666666666665,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
43980,wine,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,0.006510416666666667,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
43980,wine,regularized_logistic,numeric_outlier+label_flip,independent,0.10+0.10,0.0026041666666666665,regularized_logistic | numeric_outlier+label_flip | independent | 0.10+0.10
43980,wine,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,0.013020833333333334,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30
43980,wine,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.0,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.10+0.10
43980,wine,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.01171875,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30
46173,King-rook-vs-King,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,0.02948167295098521,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
46173,King-rook-vs-King,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,0.061447256669613516,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
46173,King-rook-vs-King,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.024406765911899202,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46173,King-rook-vs-King,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.06264474709587649,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46173,King-rook-vs-King,extra_trees,missing+label_flip,independent,0.10+0.10,0.0038728075044777524,extra_trees | missing+label_flip | independent | 0.10+0.10
46173,King-rook-vs-King,extra_trees,missing+label_flip,independent,0.30+0.30,0.006699254151546337,extra_trees | missing+label_flip | independent | 0.30+0.30
46173,King-rook-vs-King,extra_trees,missing+label_flip,shared_latent,0.10+0.10,-0.015930598033164507,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
46173,King-rook-vs-King,extra_trees,missing+label_flip,shared_latent,0.30+0.30,0.03320164221501606,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
46173,King-rook-vs-King,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,-0.028888279441669606,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
46173,King-rook-vs-King,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,0.030539017756938198,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
46173,King-rook-vs-King,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.014824802735887673,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46173,King-rook-vs-King,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.0006797164600589692,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46173,King-rook-vs-King,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.009006709754438772,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
46173,King-rook-vs-King,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,0.041900283118545954,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
46173,King-rook-vs-King,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,-0.009412634755606905,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
46173,King-rook-vs-King,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,0.05879137678199331,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
46173,King-rook-vs-King,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,0.004657779057429423,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
46173,King-rook-vs-King,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,-0.0004251039152118515,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
46173,King-rook-vs-King,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.0007045563091572596,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46173,King-rook-vs-King,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.003033068654600716,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46173,King-rook-vs-King,regularized_logistic,missing+label_flip,independent,0.10+0.10,0.0011936361107123077,regularized_logistic | missing+label_flip | independent | 0.10+0.10
46173,King-rook-vs-King,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.0023083500273777626,regularized_logistic | missing+label_flip | independent | 0.30+0.30
46173,King-rook-vs-King,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,0.006408152801401483,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
46173,King-rook-vs-King,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,0.005229441935107919,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,0.0015069725596041177,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,0.004374718848403088,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.014198155645524088,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.022334682860998673,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,missing+label_flip,independent,0.10+0.10,-0.029520917678812375,extra_trees | missing+label_flip | independent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,missing+label_flip,independent,0.30+0.30,-0.014636752136752085,extra_trees | missing+label_flip | independent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,missing+label_flip,shared_latent,0.10+0.10,-0.008968735942420128,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,extra_trees,missing+label_flip,shared_latent,0.30+0.30,0.03987854251012148,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,0.027462887989203783,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,-0.01548582995951416,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.03387314439946021,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.017948717948717902,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.023509896536212382,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,7.309941520468784e-05,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,-0.04395524066576698,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,-0.05846266306792628,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,-0.01602564102564097,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,-0.04264507422402156,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.002024291497975672,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.0020242914979756907,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,missing+label_flip,independent,0.10+0.10,-0.007489878542510098,regularized_logistic | missing+label_flip | independent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.005561178587494424,regularized_logistic | missing+label_flip | independent | 0.30+0.30
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.014001349527665297,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
46584,Student_Performance_on_an_Entrance_Examination,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,-0.05566239316239315,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,0.013013445794586279,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,-3.792533260567795e-06,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.013564627295114706,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.0020252127611158723,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,missing+label_flip,independent,0.10+0.10,0.0033665053575852775,extra_trees | missing+label_flip | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,missing+label_flip,independent,0.30+0.30,-0.0021200260926288648,extra_trees | missing+label_flip | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,missing+label_flip,shared_latent,0.10+0.10,-0.019979065216401987,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,missing+label_flip,shared_latent,0.30+0.30,-0.017717451215380525,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,-0.015826241296136207,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,0.0013842746400885935,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,numeric_outlier+label_flip,shared_latent,0.10+0.10,-0.015688445921004063,extra_trees | numeric_outlier+label_flip | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,-0.00014158790839261895,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,0.017765489970013686,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,-0.022236886684162887,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.00973796123525339,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.03248557573183249,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.006552233296419315,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,-0.017674469171761315,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,0.002214839424141709,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,-0.02537457586836367,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,0.022331700015675787,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.30+0.30,0.007016186531955885,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,-0.017993041965644718,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.013612666049747904,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,-0.006414437921287208,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,-0.006226075436014962,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.00018456995201184453,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.006229867969275364,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,missing+label_flip,independent,0.10+0.10,-0.003228709982453245,regularized_logistic | missing+label_flip | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.0008773393609328717,regularized_logistic | missing+label_flip | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.000924113937812591,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,0.019468337403985698,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,numeric_outlier+label_flip,independent,0.10+0.10,-0.0011048913565638678,regularized_logistic | numeric_outlier+label_flip | independent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,3.79253326049378e-06,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.0012034972213372797,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.10+0.10
46720,OSMI_Mental_Health_in_Tech_Survey,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,-0.01582624129613619,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,0.0,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,0.0,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.0,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.0,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,extra_trees,missing+label_flip,independent,0.10+0.10,0.0,extra_trees | missing+label_flip | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,extra_trees,missing+label_flip,independent,0.30+0.30,0.0,extra_trees | missing+label_flip | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,extra_trees,missing+label_flip,shared_latent,0.10+0.10,0.0,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,extra_trees,missing+label_flip,shared_latent,0.30+0.30,0.0,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,0.0,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,0.0,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,extra_trees,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.0,extra_trees | numeric_outlier+label_flip | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.0,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,-0.02266815310293574,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,0.010962467484206631,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.03988603988603986,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.028056484578223666,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.0266319831537223,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,-0.020376563854824708,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,-0.008980552458813296,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,-0.04285891242412979,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,-0.014678558156818991,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.30+0.30,0.0158553202031463,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.03815186423882081,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.024216524216524166,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,0.0024154589371980415,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,0.002415458937198004,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,3.700743415417188e-17,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.0024154589371980784,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,regularized_logistic,missing+label_flip,independent,0.10+0.10,-0.0018580453363062355,regularized_logistic | missing+label_flip | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.03747058094884178,regularized_logistic | missing+label_flip | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.009104422147900396,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,-0.01709401709401709,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,regularized_logistic,numeric_outlier+label_flip,independent,0.10+0.10,0.014678558156818974,regularized_logistic | numeric_outlier+label_flip | independent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,0.039204756596060895,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30
46827,QSAR_Bioconcentration_classification,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.015235971757710872,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.10+0.10
46827,QSAR_Bioconcentration_classification,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.04087699739873646,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30
46919,credit_card_clients_default,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,-0.0017236065562604337,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
46919,credit_card_clients_default,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,-0.0012594916585476252,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
46919,credit_card_clients_default,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.0001413280752478411,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
46919,credit_card_clients_default,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,9.585696670011412e-05,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
46919,credit_card_clients_default,extra_trees,missing+label_flip,independent,0.10+0.10,0.0044623991470161455,extra_trees | missing+label_flip | independent | 0.10+0.10
46919,credit_card_clients_default,extra_trees,missing+label_flip,independent,0.30+0.30,0.007822694719283393,extra_trees | missing+label_flip | independent | 0.30+0.30
