repetition,model,defect_pair,process,severity,candidate_key,training_n,training_mean,training_sd,training_se,selection_score,direction,holdout_n,holdout_mean,holdout_positive_proportion,selection_optimism
1,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.015235701259203581,0.0211562229327885,0.005289055733197125,2.8806089456716526,1,4,0.019053778545758467,1.0,-0.0038180772865548853
211,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017124182386305215,0.02315091760053558,0.006187342989331343,2.7676148575942774,1,6,0.013374630153669692,0.8333333333333334,0.0037495522326355234
212,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.019226500510744697,0.024743763794993042,0.007142909343901875,2.6916904002371194,1,8,0.011158541025169355,1.0,0.008067959485575342
213,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.015025642300891935,0.022036399359649354,0.005509099839912338,2.7274223988525548,1,4,0.019894014379005044,1.0,-0.004868372078113109
214,extra_trees,missing+label_flip,shared_latent,0.30+0.30,extra_trees | missing+label_flip | shared_latent | 0.30+0.30,18,0.015229446345312505,0.020859295798456665,0.004916583169954923,3.0975671149791886,1,8,-0.009026662400485738,0.375,0.02425610874579824
215,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018406817963821737,0.022812457407110256,0.0060968856976985715,3.019052492778382,1,6,0.010381813806131141,1.0,0.008025004157690595
216,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.012614417878680596,0.011758349541341197,0.0032611793989333975,3.8680539570458077,1,7,0.02228555741534906,1.0,-0.009671139536668465
217,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009380091795683752,0.011784076312628488,0.0031494268701038725,2.978348817915046,1,6,-0.001973954678753633,0.5,0.011354046474437385
218,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.0159382779171997,0.017201713080087926,0.004770896810467432,3.3407299613420345,1,7,0.01611267448667073,0.8571428571428571,-0.00017439656947102963
219,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007116358191802343,0.009414010476203917,0.0022189035486283298,3.207150755246435,1,8,-0.006224070701983058,0.5,0.013340428893785401
220,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.014140044154058506,0.0138102548499599,0.003690945862327365,3.8310082784964914,1,6,-0.013080510181628062,0.3333333333333333,0.02722055433568657
221,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.009843119848493821,0.01257319649802412,0.003487177282316172,2.822661153021751,1,7,-0.0012118572804812797,0.5714285714285714,0.0110549771289751
222,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.018018944615345856,0.02248159805467983,0.006235273426193815,2.8898403299604976,1,7,0.012248579190113584,0.8571428571428571,0.0057703654252322725
223,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01601779533823393,0.019557866781400465,0.005227059765154839,3.064398736171604,1,6,0.0159561999325027,1.0,6.159540573122749e-05
224,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02212416948339137,0.022349546542928256,0.006198648926453598,3.569192213640846,1,7,0.00462459014945762,0.7142857142857143,0.01749957933393375
225,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017648816725993218,0.01907778548003019,0.005098752640331686,3.4613988892869925,1,6,0.012150483361064356,0.6666666666666666,0.0054983333649288625
226,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.020951711562939034,0.0219169700321887,0.00585755662976014,3.576868801658855,1,6,0.0044437287415241096,0.8333333333333334,0.016507982821414923
227,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015140436624452856,0.017666141411441055,0.0048997060537345,3.090070395735881,1,7,0.017594379744629154,1.0,-0.002453943120176298
228,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.020848597676797923,0.02218542709694511,0.005929304798287102,3.516195976772995,1,6,0.004684327809186696,1.0,0.016164269867611228
229,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018514880877930295,0.022082867261691442,0.0057017718094026625,3.2472153388176332,1,5,0.008452624232267343,0.8,0.010062256645662952
230,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.01361228856088356,0.014942057538105074,0.004144181124197775,3.28467510297794,1,7,-0.00821174203206222,0.5714285714285714,0.02182403059294578
231,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014701686639223407,0.017621968333852038,0.00488745464633125,3.008045639924081,1,7,0.018409201145769556,1.0,-0.003707514506546149
232,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.021358239085113622,0.02295555374964852,0.006366725084694415,3.354666457400329,1,7,0.006047032317687722,1.0,0.0153112067674259
233,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017729358046855766,0.023751997286944996,0.00658761877790475,2.691315123807869,1,7,0.012786382817309453,1.0,0.004942975229546313
234,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01805203254790473,0.022615471688885357,0.005839289681178554,3.0914774798878035,1,5,0.00984116922234404,1.0,0.008210863325560692
235,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01821732757256998,0.02277022964936738,0.006085599854721033,2.9935138700316455,1,6,0.010823958052385242,0.8333333333333334,0.007393369520184738
236,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,16,0.011058395540280583,0.013476066790114804,0.003369016697528701,3.282380745809995,1,4,-0.014364192894359659,0.25,0.025422588434640243
237,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.011188195217911307,0.011498530133082366,0.0029689077140861437,3.7684550330844937,1,5,0.030432681212324314,1.0,-0.01924448599441301
238,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013101127379203284,0.01722969006605271,0.004604828364819409,2.84508484166208,1,6,0.0227617585035742,1.0,-0.009660631124370916
239,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.012605384612093746,0.01689615403427971,0.004515687110745215,2.7914654631625937,1,6,0.023918491626829793,1.0,-0.011313107014736047
240,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.027284730189547187,0.031222952117217907,0.008659688833075854,3.1507748968222296,1,7,0.0012766458604466391,0.42857142857142855,0.026008084329100546
241,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.01150164129375437,0.013568397898717903,0.003916859089648368,2.9364450010855303,1,8,-0.002317767307250215,0.375,0.013819408601004585
242,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10,18,-0.006388781759137652,0.007708064531930898,0.0018168082334506167,3.5164865732711945,-1,8,-0.005251930255006455,0.375,0.011640712014144107
243,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007322462268752548,0.009145292732223293,0.0021555661689637135,3.3970018523128034,1,8,-0.006687804875121024,0.25,0.014010267143873573
244,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.011350619184727571,0.011377484885813426,0.002937653965632133,3.863838054964759,1,5,0.02994540931187552,0.8,-0.018594790127147952
245,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01644524268823434,0.016968310442395565,0.0047061625660037125,3.494405995881054,1,7,0.015171168483320684,1.0,0.0012740742049136555
246,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.010371277418710466,0.013507818352762256,0.0038993712810659283,2.6597306773709897,1,8,-0.0006222214946843612,0.75,0.010993498913394826
247,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.013323766766762512,0.01621777245317617,0.004498000781056468,2.9621530576153194,1,7,0.0209681951946255,1.0,-0.00764442842786299
248,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016128155593773175,0.01942487803011531,0.005191517026325985,3.1066363669786523,1,6,0.01569869266957779,0.8333333333333334,0.0004294629241953854
249,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016250118718304528,0.019244469045470333,0.005143300697037609,3.1594728124031564,1,6,0.015414112045671302,1.0,0.0008360066726332254
251,extra_trees,missing+label_flip,shared_latent,0.30+0.30,extra_trees | missing+label_flip | shared_latent | 0.30+0.30,18,0.012649751519742257,0.013506202377046136,0.0031834424296290635,3.97360775304368,1,8,-0.0032223490429526738,0.25,0.015872100562694932
252,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.015589167612258857,0.019395254475262406,0.005007833171876411,3.1129566575433003,1,5,0.017229764029281662,1.0,-0.0016405964170228046
253,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.013711821634168096,0.014848761211351409,0.0041183053788190985,3.329481515549943,1,7,-0.008396589168162076,0.5714285714285714,0.02210841080233017
254,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02080675861432152,0.022795956070998612,0.006322460652862317,3.290927339326634,1,7,0.007071210334873061,0.8571428571428571,0.013735548279448458
255,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10,14,0.006746578176246782,0.008414720679723367,0.002248928699209027,2.999907546477409,1,6,-0.009675511467640991,0.16666666666666666,0.016422089643887774
256,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01867627447242308,0.023403783627036465,0.006491041685164966,2.8772384123039925,1,7,0.011027823741255877,0.8571428571428571,0.0076484507311672025
257,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.016967607684273685,0.022211202496830715,0.006160279191695149,2.754356930307349,1,7,0.020437016227383135,0.42857142857142855,-0.00346940854310945
258,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017305793291036712,0.0221380618064206,0.005716022979571831,3.027593372679729,1,5,0.012079886992948086,0.8,0.005225906298088626
259,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01842043749599077,0.022961142096123675,0.006136623352337661,3.00172202828348,1,6,0.010350034897736721,0.8333333333333334,0.00807040259825405
260,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.010607573909653462,0.013460464925036735,0.0037332612676003454,2.8413692879501484,1,7,-0.0026315576797777546,0.5714285714285714,0.013239131589431217
261,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.02224923252922569,0.023305356855142623,0.006727677026938442,3.3071195956846675,1,8,0.006624442997447862,0.875,0.015624789531777827
262,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011914905502376881,0.011605194908887017,0.003101618803984889,3.8415118863313835,1,6,0.02552960954950247,0.8333333333333334,-0.013614704047125588
263,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.01982944375544529,0.023902082758457115,0.006388100322318795,3.1041221575943356,1,6,0.014337633485167646,0.5,0.005491810270277642
264,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017232859435029405,0.022146672127761446,0.005918947097092798,2.911473806463593,1,6,0.01312105037331325,1.0,0.004111809061716154
265,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.012447045598682566,0.016098925310598595,0.004465038514402175,2.78766813735964,1,7,0.022596391649631117,0.8571428571428571,-0.010149346050948551
266,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014896794796996281,0.015913289797356713,0.0044135524865913526,3.375239071531079,1,7,0.01804685742419137,1.0,-0.003150062627195088
267,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.0121480051776587,0.013795956172507475,0.003826309798002279,3.174861895396235,1,7,-0.005492358606073201,0.5714285714285714,0.0176403637837319
268,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018891018415144623,0.02282324520420942,0.006099768857748793,3.097005617048352,1,6,0.009252012753044412,1.0,0.00963900566210021
269,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.017697823269557468,0.021626044110782606,0.0054065110276956515,3.273427757549694,1,4,0.009205290504342914,1.0,0.008492532765214554
270,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.011379596106037913,0.013706586279818016,0.003956750639161882,2.875995265763914,1,8,-0.0021346995256755303,0.375,0.013514295631713445
271,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.015256607142600114,0.016336960434454897,0.004218185046019553,3.6168653049009443,1,5,0.018227445438257894,0.8,-0.0029708382956577795
272,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01819445200230102,0.023771813462664392,0.006593114796184741,2.759614016250659,1,7,0.011922636900053987,1.0,0.006271815102247034
273,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01868291541660764,0.021880533805234095,0.005847818638493649,3.1948520587875495,1,6,0.009737586416297373,1.0,0.008945329000310266
274,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.011890595198162544,0.011357639361033504,0.002932529873167507,4.054722615773111,1,5,0.028325481271570606,1.0,-0.01643488607340806
275,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015811853897655808,0.019877991327631534,0.005312616648947206,2.976283617375107,1,6,0.016436729960518308,1.0,-0.0006248760628624998
276,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.015808304044771685,0.016063671548755005,0.004147622159151603,3.811413730127548,1,5,0.016572354731743188,0.6,-0.0007640506869715027
277,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.013807092617191855,0.019340706107422792,0.004993748843862703,2.764875256824483,1,5,0.02257598901448267,1.0,-0.008768896397290815
278,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.019419879631578263,0.02240018049530874,0.00598670005823868,3.2438370793027,1,6,0.008018003248032575,0.6666666666666666,0.011401876383545688
279,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017291908009410394,0.019714577454103266,0.00546783999114428,3.162475134132745,1,7,0.01359879002970801,0.8571428571428571,0.0036931179797023844
280,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.010870693824227999,0.013876116679213039,0.003582797920574871,3.0341353504201436,1,5,-0.008716570059273853,0.4,0.019587263883501852
281,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013854328512449414,0.017270814423735664,0.004615819311726606,3.00148848488331,1,6,0.02100428919266657,1.0,-0.0071499606802171555
282,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016569512688790148,0.01970299807651461,0.005265847735327404,3.1465992792820354,1,6,0.014668859447871517,0.8333333333333334,0.001900653240918631
283,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.011081478301609235,0.012954288230407661,0.003592873111682653,3.08429436752901,1,7,-0.003511665836267049,0.5714285714285714,0.014593144137876284
284,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.015227580255089286,0.018198346020747755,0.005253409986942336,2.898608768959275,1,8,0.017156921408652468,0.875,-0.0019293411535631824
285,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.008001088948184713,0.009378328107176578,0.002210493133592319,3.619594572176741,1,8,-0.008214714903843392,0.25,0.016215803852028105
286,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016662657410679484,0.019843526892788614,0.005303405641289277,3.141878735609734,1,6,0.014451521763463065,1.0,0.002211135647216419
287,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013898020680839144,0.0172247774359314,0.0046035154091921306,3.0190016640517996,1,6,0.020902340799757196,1.0,-0.007004320118918052
288,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01019850267063068,0.01059614276196841,0.002938841234647209,3.4702462148673883,1,7,0.02677225708744176,0.8571428571428571,-0.016573754416811082
289,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.02856560112655779,0.03028978338858189,0.00840087439463303,3.4003128465778714,1,7,-0.0011021144511444926,0.2857142857142857,0.029667715577702283
290,extra_trees,missing+label_flip,shared_latent,0.30+0.30,extra_trees | missing+label_flip | shared_latent | 0.30+0.30,18,0.01506178540475401,0.02103787606876691,0.00495867494332909,3.037461736631203,1,8,-0.008649425284229115,0.375,0.023711210688983124
291,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01637075531395466,0.022544407269209237,0.005820940926917654,2.812389872958807,1,5,0.014885000924194248,1.0,0.0014857543897604138
292,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.02142699566280805,0.023751148245099787,0.006856365916435536,3.125124289449744,1,8,0.007857798297074323,0.875,0.013569197365733726
293,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.012852931370656571,0.013858628006548244,0.004000641305089758,3.2127177596013454,1,8,-0.004344702422603519,0.5,0.01719763379326009
295,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.012108481573809136,0.012003347739469128,0.0033291296732215927,3.6371312512113056,1,7,0.02322515341011034,0.8571428571428571,-0.011116671836301203
296,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10,18,-0.004740829502391418,0.0058295107642173,0.0013740288641260088,3.4503128909209346,-1,8,-0.0015440376773274266,0.5,0.006284867179718844
297,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10,14,0.007932428144868752,0.007888176672681067,0.002108203893965358,3.762647516008762,1,6,-0.012442494727758926,0.0,0.02037492287262768
298,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014927461655711542,0.016665826985903503,0.004454129617750166,3.3513756753337547,1,6,0.018500311858388265,1.0,-0.0035728502026767233
299,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.022260569455521264,0.023216152917626538,0.006701926068269599,3.3215182066711195,1,8,0.006607437608004502,0.75,0.015653131847516762
300,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02021048373405609,0.023383855742576495,0.006485514684454817,3.116249783922125,1,7,0.008178577969651707,0.8571428571428571,0.012031905764404384
301,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01921824345547952,0.022056767633031157,0.005695032914259763,3.3745623150586295,1,5,0.006342536499619659,0.8,0.012875706955859862
302,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.012084700980708223,0.017329946710187966,0.004806462420357015,2.5142609936000695,1,7,0.02326931736872632,1.0,-0.011184616388018098
303,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01516330699531372,0.022332486641626563,0.005968608114833743,2.540509730841342,1,6,0.017950006065983185,1.0,-0.002786699070669465
304,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01796776471885719,0.023986764634167455,0.006652731524690537,2.700810133728189,1,7,0.01234362756930682,0.8571428571428571,0.00562413714955037
305,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009521433330479598,0.012983637158390786,0.0034700229914918224,2.743910733106172,1,6,-0.0023037515932772742,0.6666666666666666,0.011825184923756872
306,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017825872021324123,0.022731595930448854,0.006075274559023173,2.9341673118046367,1,6,0.011737354338625577,0.8333333333333334,0.006088517682698545
307,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.016140962535843534,0.021635803465544907,0.005586340433591476,2.8893624954873114,1,5,0.015574379258527634,1.0,0.0005665832773159001
308,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01046425698252281,0.0116127327932704,0.003103633388326584,3.3716150309121797,1,6,0.02891445609582864,1.0,-0.01845019911330583
309,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01962601553508283,0.021938624012947088,0.005664528362723346,3.4647219112249603,1,5,0.005119220260809746,1.0,0.014506795274273083
310,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.007351416559499406,0.008814422930703312,0.002077579408848838,3.5384527437017383,1,8,0.005701371253304173,0.5,0.0016500453061952334
311,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019806092113793007,0.02175635051694835,0.005617465548426139,3.525805711321565,1,5,0.004578990524679209,1.0,0.0152271015891138
312,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019582823691327845,0.021762625356236295,0.005619085704963628,3.485055170813524,1,5,0.005248795792074696,0.6,0.014334027899253149
313,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01382549295445478,0.017219571080115965,0.0044460741348082665,3.1095956871738024,1,5,0.022520788002693887,1.0,-0.008695295048239106
314,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.019724911873073868,0.023300479070817965,0.006462390156362285,3.052262614267339,1,7,0.009080354282904409,0.8571428571428571,0.010644557590169459
315,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013424785357152625,0.017421805610716285,0.004656173403876878,2.8832228082344877,1,6,0.02200655655502574,1.0,-0.008581771197873116
316,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015064029273095542,0.020276315777135134,0.00541907333600562,2.779816462900867,1,6,0.018181654084492262,1.0,-0.00311762481139672
317,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.012384389923810024,0.01608263256135536,0.00402065814033884,3.0801897330088184,1,4,0.03045902388733269,1.0,-0.018074633963522668
